Posi	Sonar	Lidar	Fusion
-0.46	52.62	13.49	47.12
-0.39	50.51	14.25	45.41
-0.33	50.51	15.02	45.52
-0.26	52.62	15.97	47.47
-0.2	52.62	17.01	47.61
-0.13	52.62	18.07	47.76
-0.07	50.51	19.39	46.14
0.0	52.62	20.74	48.14
0.07	33.67	22.41	32.09
0.13	35.78	9.73	32.12
0.2	33.67	8.2	30.09
0.26	31.57	8.34	28.3
0.33	35.78	8.7	31.97
0.39	31.57	9.01	28.4
0.46	31.57	9.41	28.45
0.52	33.67	9.79	30.32
0.59	33.67	10.25	30.38
0.65	31.57	10.63	28.63
0.72	33.67	11.13	30.51
0.79	33.67	11.68	30.58
0.85	33.67	12.28	30.67
0.92	33.67	12.86	30.75
0.98	33.67	13.56	30.85
1.05	35.78	14.28	32.76
1.11	35.78	15.16	32.88
1.18	35.78	16.03	33.0
1.24	35.78	16.98	33.14
1.31	35.78	18.13	33.3
1.37	33.67	19.43	31.67
1.44	35.78	20.76	33.67
1.51	33.67	21.56	31.97
1.57	29.47	19.54	28.07
1.64	18.94	19.58	19.03
1.7	16.84	18.19	17.03
1.77	18.94	18.04	18.81
1.83	18.94	17.37	18.72
1.9	18.94	17.42	18.73
1.96	18.94	16.86	18.65
2.03	18.94	16.96	18.66
2.09	14.73	16.86	15.03
2.16	16.84	16.78	16.83
2.23	16.84	16.8	16.83
2.29	16.84	16.85	16.84
2.36	16.84	17.13	16.88
2.42	18.94	17.56	18.75
2.49	16.84	17.89	16.99
2.55	16.84	18.38	17.05
2.62	18.94	18.71	18.91
2.68	16.84	19.8	17.25
2.75	16.84	20.25	17.32
2.81	16.84	21.03	17.43
2.88	42.09	21.82	39.24
2.95	33.67	23.59	32.26
3.01	46.3	24.96	43.3
3.08	42.09	27.29	40.01
3.14	35.78	29.44	34.89
3.21	35.78	32.56	35.33
3.27	35.78	36.07	35.82
3.34	33.67	40.34	34.61
3.4	52.62	44.45	51.47
3.47	50.51	43.61	49.54
3.53	48.41	39.56	47.16
3.6	48.41	43.42	47.71
3.67	37.88	36.81	37.73
3.6	27.36	33.11	28.17
3.53	23.15	11.94	21.58
3.47	25.26	10.79	23.22
3.4	27.36	11.28	25.1
3.34	50.51	11.86	45.08
3.27	48.41	12.45	43.35
3.21	52.62	13.15	47.07
3.14	50.51	13.84	45.36
3.08	52.62	14.61	47.27
3.01	35.78	15.49	32.93
2.95	33.67	16.45	31.25
2.88	35.78	17.49	33.21
2.81	46.3	18.73	42.43
2.75	48.41	20.0	44.41
2.68	48.41	21.58	44.64
2.62	42.09	23.18	39.43
2.55	35.78	23.26	34.02
2.49	18.94	21.53	19.31
2.42	18.94	21.05	19.24
2.36	16.84	19.69	17.24
2.29	18.94	19.41	19.01
2.23	16.84	18.34	17.05
2.16	16.84	18.24	17.03
2.09	18.94	17.58	18.75
2.03	16.84	17.35	16.91
1.96	18.94	17.08	18.68
1.9	16.84	17.18	16.89
1.83	16.84	16.75	16.82
1.77	16.84	16.95	16.85
1.7	16.84	17.08	16.87
1.64	18.94	17.34	18.72
1.57	18.94	17.39	18.72
1.51	18.94	17.34	18.72
1.44	16.84	17.85	16.98
1.37	18.94	18.67	18.9
1.31	39.99	19.09	37.05
1.24	37.88	20.18	35.39
1.18	37.88	20.64	35.46
1.11	35.78	22.14	33.86
1.05	33.67	23.26	32.21
0.98	33.67	24.44	32.38
0.92	33.67	25.68	32.55
0.85	37.88	28.18	36.52
0.79	35.78	30.76	35.07
0.72	33.67	30.04	33.16
0.65	33.67	30.86	33.28
0.59	33.67	34.09	33.73
0.52	37.88	35.31	37.52
0.46	37.88	35.75	37.58
0.39	35.78	36.74	35.91
0.33	33.67	36.47	34.07
0.26	35.78	35.75	35.78
0.2	35.78	36.27	35.85
0.13	35.78	28.47	34.75
0.07	35.78	31.51	35.18
0.0	80	11.86	70.42
-0.07	80	9.47	70.09
-0.13	80	9.21	70.05
-0.2	80	9.62	70.11
-0.26	52.62	10.01	46.63
-0.33	50.51	10.48	44.88
-0.39	50.51	10.93	44.95
-0.46	52.62	11.48	46.83
-0.52	50.51	12.0	45.1
-0.46	52.62	12.59	46.99
-0.39	50.51	13.29	45.28
-0.33	50.51	13.99	45.38
-0.26	50.51	14.76	45.49
-0.2	52.62	15.63	47.42
-0.13	52.62	16.7	47.57
-0.07	50.51	17.76	45.91
0.0	50.51	18.91	46.07
0.07	54.72	20.38	49.89
0.13	80	14.32	70.77
0.2	80	12.39	70.5
0.26	80	10.35	70.21
0.33	73.66	9.82	64.69
0.39	35.78	10.24	32.19
0.46	35.78	10.71	32.26
0.52	33.67	11.19	30.51
0.59	33.67	11.75	30.59
0.65	33.67	12.3	30.67
0.72	35.78	12.91	32.56
0.79	33.67	13.63	30.86
0.85	35.78	14.41	32.78
0.92	35.78	15.2	32.89
0.98	35.78	16.17	33.02
1.05	39.99	17.11	36.77
1.11	37.88	18.34	35.14
1.18	37.88	19.6	35.31
1.24	37.88	20.83	35.49
1.31	39.99	22.6	37.54
1.37	39.99	24.28	37.78
1.44	39.99	21.58	37.4
1.51	39.99	21.82	37.43
1.57	31.57	19.73	29.91
1.64	18.94	19.64	19.04
1.7	16.84	18.34	17.05
1.77	18.94	18.07	18.82
1.83	18.94	17.58	18.75
1.9	18.94	17.46	18.73
1.96	16.84	17.1	16.87
2.03	18.94	16.98	18.67
2.09	16.84	16.65	16.81
2.16	16.84	16.78	16.83
2.23	16.84	16.78	16.83
2.29	14.73	16.65	15.0
2.36	16.84	17.11	16.88
2.42	16.84	17.67	16.95
2.49	16.84	17.98	17.0
2.55	18.94	18.34	18.86
2.62	18.94	18.59	18.89
2.68	18.94	19.77	19.06
2.75	16.84	20.27	17.32
2.81	16.84	21.0	17.42
2.88	39.99	21.92	37.45
2.95	35.78	23.99	34.12
3.01	33.67	25.13	32.47
3.08	35.78	27.25	34.58
3.14	35.78	29.58	34.91
3.21	35.78	32.78	35.36
3.27	33.67	36.27	34.04
3.34	33.67	40.5	34.63
3.4	42.09	45.92	42.63
3.47	61.04	42.61	58.45
3.53	50.51	38.57	48.83
3.6	50.51	42.97	49.45
3.67	52.62	31.1	49.59
3.6	37.88	32.67	37.15
3.53	25.26	11.34	23.3
3.47	52.62	10.49	46.69
3.4	52.62	10.98	46.76
3.34	48.41	11.52	43.22
3.27	48.41	12.08	43.3
3.21	33.67	12.74	30.73
3.14	33.67	13.39	30.82
3.08	31.57	14.1	29.11
3.01	31.57	14.91	29.23
2.95	31.57	15.87	29.36
2.88	29.47	16.8	27.68
2.81	31.57	17.96	29.66
2.75	29.47	19.13	28.01
2.68	29.47	20.57	28.22
2.62	18.94	22.11	19.39
2.55	18.94	23.2	19.54
2.49	18.94	21.74	19.33
2.42	18.94	21.35	19.28
2.36	18.94	19.84	19.07
2.29	18.94	19.56	19.03
2.23	16.84	18.38	17.05
2.16	18.94	18.32	18.85
2.09	18.94	17.67	18.76
2.03	16.84	17.23	16.89
1.96	18.94	17.08	18.68
1.9	18.94	17.23	18.7
1.83	16.84	16.86	16.84
1.77	18.94	16.95	18.66
1.7	18.94	16.98	18.67
1.64	16.84	17.46	16.92
1.57	18.94	17.51	18.74
1.51	16.84	17.37	16.91
1.44	16.84	17.94	16.99
1.37	16.84	18.75	17.11
1.31	18.94	19.09	18.96
1.24	18.94	20.13	19.11
1.18	37.88	20.69	35.47
1.11	37.88	22.24	35.69
1.05	35.78	23.29	34.02
0.98	33.67	24.83	32.43
0.92	35.78	26.11	34.42
0.85	35.78	28.65	34.78
0.79	33.67	31.3	33.34
0.72	33.67	31.46	33.36
0.65	35.78	31.97	35.24
0.59	33.67	35.18	33.89
0.52	33.67	35.31	33.9
0.46	35.78	34.93	35.66
0.39	35.78	35.37	35.72
0.33	33.67	36.14	34.02
0.26	35.78	35.88	35.79
0.2	35.78	36.14	35.83
0.13	37.88	26.78	36.32
0.07	35.78	29.49	34.89
0.0	39.99	11.63	36.0
-0.07	39.99	9.09	35.64
-0.13	80	9.13	70.04
-0.2	80	9.55	70.1
-0.26	52.62	9.95	46.62
-0.33	52.62	10.41	46.68
-0.39	50.51	10.82	44.93
-0.46	50.51	11.33	45.0
-0.52	50.51	11.86	45.08
-0.46	50.51	12.47	45.17
-0.39	50.51	13.12	45.26
-0.33	52.62	13.81	47.16
-0.26	50.51	14.66	45.47
-0.2	50.51	15.52	45.59
-0.13	52.62	16.46	47.53
-0.07	50.51	17.51	45.87
0.0	50.51	18.65	46.03
0.07	80	20.04	71.57
0.13	80	21.43	71.77
0.2	61.04	23.06	55.7
0.26	73.66	19.28	66.02
0.33	80	17.44	71.21
0.39	80	18.69	71.38
0.46	54.72	19.97	49.84
0.52	46.3	21.45	42.81
0.59	46.3	23.2	43.06
0.65	42.09	25.16	39.71
0.72	42.09	27.29	40.01
0.79	42.09	29.85	40.37
0.85	42.09	33.28	40.85
0.92	44.2	37.01	43.19
0.98	44.2	41.66	43.84
1.05	46.3	46.85	46.38
1.11	48.41	52.18	48.94
1.18	46.3	53.62	47.33
1.24	42.09	52.18	43.51
1.31	42.09	53.88	43.75
1.37	44.2	56.28	45.9
1.44	42.09	55.13	43.93
1.51	48.41	64.38	50.65
1.57	48.41	66.49	50.95
1.64	52.62	73.67	55.58
1.7	52.62	72.49	55.41
1.77	48.41	80	52.85
1.83	52.62	73.67	55.58
1.9	58.93	69.59	60.43
1.96	52.62	59.35	53.56
2.03	48.41	69.59	51.38
2.09	46.3	70.46	49.7
2.16	46.3	80	51.04
2.23	65.24	50.21	63.13
2.29	48.41	40.99	47.36
2.36	46.3	45.82	46.24
2.42	46.3	52.69	47.2
2.49	46.3	59.67	48.18
2.55	46.3	63.28	48.69
2.62	44.2	41.32	43.79
2.68	44.2	34.45	42.83
2.75	44.2	37.36	43.24
2.81	44.2	42.0	43.89
2.88	44.2	47.92	44.72
2.95	44.2	43.42	44.09
3.01	48.41	44.26	47.82
3.08	63.14	51.8	61.55
3.14	48.41	40.1	47.24
3.21	48.41	40.83	47.34
3.27	46.3	39.63	45.37
3.34	48.41	44.83	47.91
3.4	48.41	47.49	48.28
3.47	48.41	42.53	47.58
3.53	48.41	43.06	47.66
3.6	48.41	45.62	48.02
3.67	52.62	28.22	49.19
3.6	27.36	31.25	27.91
3.53	23.15	10.53	21.38
3.47	25.26	10.78	23.22
3.4	50.51	11.29	45.0
3.34	31.57	11.88	28.8
3.27	31.57	12.46	28.88
3.21	50.51	13.14	45.26
3.14	29.47	13.82	27.27
3.08	31.57	14.48	29.17
3.01	42.09	15.44	38.35
2.95	48.41	16.54	43.93
2.88	50.51	17.35	45.85
2.81	46.3	18.83	42.44
2.75	16.84	20.22	17.31
2.68	16.84	21.71	17.52
2.62	16.84	20.31	17.33
2.55	18.94	20.02	19.09
2.49	16.84	18.81	17.11
2.42	16.84	18.79	17.11
2.36	16.84	17.83	16.98
2.29	16.84	17.78	16.97
2.23	14.73	16.9	15.04
2.16	16.84	17.0	16.86
2.09	16.84	16.54	16.8
2.03	16.84	16.34	16.77
1.96	16.84	16.38	16.77
1.9	16.84	16.51	16.79
1.83	18.94	16.57	18.61
1.77	18.94	16.75	18.63
1.7	18.94	17.01	18.67
1.64	16.84	17.58	16.94
1.57	16.84	17.94	16.99
1.51	16.84	18.07	17.01
1.44	37.88	18.87	35.21
1.37	37.88	20.11	35.39
1.31	39.99	20.6	37.26
1.24	37.88	21.92	35.64
1.18	35.78	22.57	33.92
1.11	35.78	24.5	34.19
1.05	33.67	26.22	32.63
0.98	35.78	28.47	34.75
0.92	33.67	31.25	33.33
0.85	33.67	30.61	33.24
0.79	35.78	31.2	35.14
0.72	35.78	34.09	35.54
0.65	33.67	35.56	33.94
0.59	33.67	36.54	34.08
0.52	33.67	35.24	33.9
0.46	33.67	34.57	33.8
0.39	35.78	36.01	35.81
0.33	35.78	35.94	35.8
0.26	37.88	34.69	37.43
0.2	37.88	34.33	37.38
0.13	37.88	13.85	34.51
0.07	37.88	10.98	34.1
0.0	35.78	10.18	32.18
-0.07	37.88	10.18	33.99
-0.13	37.88	10.67	34.06
-0.2	37.88	11.2	34.13
-0.26	52.62	11.73	46.87
-0.33	52.62	12.28	46.95
-0.39	50.51	12.9	45.22
-0.46	52.62	13.65	47.14
-0.52	52.62	14.38	47.24
-0.46	52.62	15.15	47.35
-0.39	50.51	16.14	45.68
-0.33	50.51	17.06	45.81
-0.26	52.62	18.22	47.78
-0.2	52.62	19.56	47.97
-0.13	50.51	20.93	46.35
-0.07	50.51	22.66	46.6
0.0	50.51	24.44	46.85
0.07	54.72	26.67	50.78
0.13	80	29.13	72.85
0.2	37.88	31.92	37.05
0.26	35.78	11.43	32.36
0.33	35.78	8.87	32.0
0.39	33.67	9.12	30.22
0.46	37.88	9.47	33.89
0.52	35.78	9.86	32.14
0.59	35.78	10.38	32.21
0.65	33.67	10.76	30.45
0.72	35.78	11.23	32.33
0.79	35.78	11.79	32.41
0.85	35.78	12.47	32.5
0.92	35.78	13.08	32.59
0.98	33.67	13.82	30.88
1.05	35.78	14.56	32.8
1.11	35.78	15.44	32.92
1.18	33.67	16.34	31.24
1.24	35.78	17.34	33.19
1.31	35.78	18.53	33.35
1.37	35.78	19.93	33.55
1.44	75.77	21.38	68.12
1.51	73.66	23.15	66.56
1.57	39.99	21.51	37.39
1.64	39.99	21.35	37.37
1.7	37.88	19.51	35.3
1.77	37.88	19.24	35.26
1.83	18.94	18.09	18.82
1.9	16.84	18.11	17.02
1.96	18.94	17.08	18.68
2.03	18.94	17.25	18.7
2.09	16.84	16.37	16.77
2.16	16.84	16.49	16.79
2.23	18.94	16.2	18.56
2.29	18.94	16.02	18.53
2.36	16.84	16.26	16.76
2.42	16.84	16.49	16.79
2.49	16.84	16.56	16.8
2.55	16.84	16.93	16.85
2.62	16.84	17.15	16.88
2.68	16.84	17.64	16.95
2.75	16.84	18.09	17.01
2.81	16.84	18.3	17.04
2.88	18.94	19.07	18.96
2.95	18.94	20.36	19.14
3.01	16.84	21.43	17.48
3.08	16.84	22.91	17.69
3.14	21.05	23.47	21.39
3.21	23.15	25.68	23.51
3.27	31.57	27.53	31.0
3.34	29.47	30.13	29.56
3.4	31.57	34.03	31.92
3.47	31.57	37.92	32.46
3.53	31.57	40.75	32.86
3.6	31.57	45.03	33.46
3.67	25.26	30.27	25.96
3.6	27.36	32.62	28.1
3.53	25.26	11.25	23.29
3.47	25.26	11.08	23.26
3.4	63.14	11.61	55.9
3.34	52.62	12.25	46.94
3.27	48.41	12.86	43.41
3.21	52.62	13.58	47.13
3.14	52.62	14.26	47.23
3.08	50.51	15.08	45.53
3.01	27.36	16.0	25.76
2.95	27.36	17.1	25.92
2.88	27.36	18.22	26.08
2.81	16.84	19.51	17.21
2.75	18.94	20.69	19.19
2.68	18.94	20.91	19.22
2.62	16.84	18.89	17.13
2.55	18.94	18.67	18.9
2.49	14.73	17.65	15.14
2.42	14.73	17.51	15.12
2.36	14.73	16.7	15.01
2.29	14.73	16.75	15.02
2.23	14.73	16.02	14.91
2.16	14.73	16.06	14.92
2.09	14.73	15.55	14.85
2.03	16.84	15.3	16.62
1.96	16.84	15.23	16.61
1.9	16.84	15.48	16.65
1.83	18.94	15.52	18.46
1.77	18.94	15.81	18.5
1.7	16.84	16.2	16.75
1.64	16.84	16.72	16.82
1.57	16.84	17.08	16.87
1.51	16.84	17.27	16.9
1.44	44.2	18.15	40.54
1.37	44.2	19.34	40.7
1.31	37.88	20.06	35.38
1.24	37.88	21.33	35.56
1.18	39.99	22.27	37.5
1.11	39.99	24.15	37.76
1.05	39.99	26.04	38.03
0.98	37.88	28.43	36.56
0.92	37.88	31.35	36.97
0.85	39.99	31.25	38.76
0.79	37.88	32.67	37.15
0.72	37.88	35.75	37.58
0.65	35.78	36.81	35.92
0.59	37.88	37.78	37.87
0.52	35.78	36.6	35.9
0.46	35.78	36.14	35.83
0.39	33.67	36.54	34.08
0.33	35.78	37.22	35.98
0.26	35.78	29.9	34.95
0.2	37.88	32.62	37.14
0.13	37.88	9.97	33.96
0.07	80	9.15	70.04
0.0	39.99	9.45	35.7
-0.07	42.09	9.81	37.56
-0.13	80	10.38	70.21
-0.2	80	10.88	70.28
-0.26	52.62	11.28	46.81
-0.33	52.62	11.88	46.89
-0.39	50.51	12.34	45.15
-0.46	50.51	13.13	45.26
-0.52	52.62	13.66	47.14
-0.46	52.62	14.46	47.25
-0.39	50.51	15.31	45.56
-0.33	50.51	16.21	45.69
-0.26	50.51	17.28	45.84
-0.2	52.62	18.49	47.82
-0.13	50.51	19.71	46.18
-0.07	50.51	21.25	46.4
0.0	52.62	22.83	48.43
0.07	54.72	24.83	50.52
0.13	80	27.01	72.55
0.2	75.77	29.53	69.27
0.26	37.88	28.14	36.51
0.33	39.99	13.07	36.2
0.39	37.88	9.92	33.95
0.46	37.88	9.69	33.92
0.52	37.88	10.1	33.98
0.59	37.88	10.58	34.05
0.65	37.88	11.02	34.11
0.72	37.88	11.55	34.18
0.79	35.78	12.11	32.45
0.85	37.88	12.78	34.35
0.92	35.78	13.42	32.64
0.98	35.78	14.19	32.74
1.05	35.78	14.96	32.85
1.11	37.88	15.9	34.79
1.18	35.78	16.83	33.12
1.24	35.78	17.89	33.26
1.31	37.88	19.13	35.25
1.37	37.88	20.76	35.48
1.44	37.88	21.92	35.64
1.51	39.99	24.21	37.77
1.57	42.09	20.67	39.08
1.64	42.09	20.6	39.07
1.7	44.2	18.65	40.61
1.77	42.09	17.98	38.7
1.83	16.84	16.86	16.84
1.9	16.84	16.65	16.81
1.96	16.84	15.88	16.7
2.03	18.94	15.71	18.49
2.09	16.84	14.81	16.55
2.16	16.84	14.89	16.56
2.23	12.63	14.25	12.86
2.29	14.73	14.09	14.64
